Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
01/18/23 12:00,1.2869999999999999E-2,1.772E-2,9.9399999999999992E-3,2.445E-2,1.669E-2,1.304E-2,1.069E-2,7.1599999999999997E-3,1.0109999999999999E-2,6.6E-3,1.6900000000000001E-3,3.49E-3,3.81E-3,1.278E-2,1.272E-2,3.5599999999999998E-3,2.2899999999999999E-3,1.051E-2,8.8400000000000006E-3,4.0499999999999998E-3,5.6100000000000004E-3,1.302E-2,2.3609999999999999E-2,8.9300000000000004E-3,4.7299999999999998E-3,1.3480000000000001E-2,6.8300000000000001E-3,4.1700000000000001E-3,5.8999999999999999E-3,5.4400000000000004E-3,1.694E-2,1.738E-2,2.2699999999999999E-3,3.9100000000000003E-3,6.6800000000000002E-3,9.0600000000000003E-3,6.4099999999999999E-3,6.1799999999999997E-3,1.8700000000000001E-2,8.6199999999999992E-3,7.1300000000000001E-3,1.282E-2,1.4489999999999999E-2,2.0760000000000001E-2,2.3619999999999999E-2,4.7780000000000003E-2,3.3270000000000001E-2,3.5569999999999997E-2,7.2830000000000006E-2,1.23E-2,4.4200000000000003E-3,3.64E-3,2E-3,1.7049999999999999E-2,9.58E-3,1.191E-2,3.1700000000000001E-3,3.0799999999999998E-3,2.49E-3
01/19/23 12:00,1.2869999999999999E-2,1.772E-2,9.9399999999999992E-3,2.445E-2,1.669E-2,1.304E-2,1.069E-2,7.1599999999999997E-3,1.0109999999999999E-2,6.6E-3,1.6900000000000001E-3,3.49E-3,3.81E-3,1.278E-2,1.272E-2,3.5599999999999998E-3,2.2899999999999999E-3,1.051E-2,8.8400000000000006E-3,4.0499999999999998E-3,5.6100000000000004E-3,1.302E-2,2.3609999999999999E-2,8.9300000000000004E-3,4.7299999999999998E-3,1.3480000000000001E-2,6.8300000000000001E-3,4.1700000000000001E-3,5.8999999999999999E-3,5.4400000000000004E-3,1.694E-2,1.738E-2,2.2699999999999999E-3,3.9100000000000003E-3,6.6800000000000002E-3,9.0600000000000003E-3,6.4099999999999999E-3,6.1799999999999997E-3,1.8700000000000001E-2,8.6199999999999992E-3,7.1300000000000001E-3,1.282E-2,1.4489999999999999E-2,2.0760000000000001E-2,2.3619999999999999E-2,4.7780000000000003E-2,3.3270000000000001E-2,3.5569999999999997E-2,7.2830000000000006E-2,1.23E-2,4.4200000000000003E-3,3.64E-3,2E-3,1.7049999999999999E-2,9.58E-3,1.191E-2,3.1700000000000001E-3,3.0799999999999998E-3,2.49E-3
01/20/23 12:00,1.2869999999999999E-2,1.772E-2,9.9399999999999992E-3,2.445E-2,1.669E-2,1.304E-2,1.069E-2,7.1599999999999997E-3,1.0109999999999999E-2,6.6E-3,1.6900000000000001E-3,3.49E-3,3.81E-3,1.278E-2,1.272E-2,3.5599999999999998E-3,2.2899999999999999E-3,1.051E-2,8.8400000000000006E-3,4.0499999999999998E-3,5.6100000000000004E-3,1.302E-2,2.3609999999999999E-2,8.9300000000000004E-3,,1.3480000000000001E-2,6.8300000000000001E-3,4.1700000000000001E-3,5.8999999999999999E-3,5.4400000000000004E-3,1.694E-2,1.738E-2,2.2699999999999999E-3,3.9100000000000003E-3,6.6800000000000002E-3,9.0600000000000003E-3,6.4099999999999999E-3,6.1799999999999997E-3,1.8700000000000001E-2,8.6199999999999992E-3,7.1300000000000001E-3,1.282E-2,1.4489999999999999E-2,2.0760000000000001E-2,2.3619999999999999E-2,4.7780000000000003E-2,3.3270000000000001E-2,3.5569999999999997E-2,7.2830000000000006E-2,1.23E-2,4.4200000000000003E-3,3.64E-3,2E-3,1.7049999999999999E-2,9.58E-3,1.191E-2,3.1700000000000001E-3,3.0799999999999998E-3,2.49E-3
01/21/23 12:00,1.2869999999999999E-2,1.772E-2,9.9399999999999992E-3,2.445E-2,1.669E-2,1.304E-2,1.069E-2,7.1599999999999997E-3,1.0109999999999999E-2,6.6E-3,1.6900000000000001E-3,3.49E-3,3.81E-3,1.278E-2,1.272E-2,3.5599999999999998E-3,2.2899999999999999E-3,1.051E-2,8.8400000000000006E-3,4.0499999999999998E-3,5.6100000000000004E-3,1.302E-2,2.3609999999999999E-2,8.9300000000000004E-3,,1.3480000000000001E-2,6.8300000000000001E-3,4.1700000000000001E-3,5.8999999999999999E-3,5.4400000000000004E-3,1.694E-2,1.738E-2,2.2699999999999999E-3,3.9100000000000003E-3,6.6800000000000002E-3,9.0600000000000003E-3,6.4099999999999999E-3,6.1799999999999997E-3,1.8700000000000001E-2,8.6199999999999992E-3,7.1300000000000001E-3,1.282E-2,1.4489999999999999E-2,2.0760000000000001E-2,2.3619999999999999E-2,4.7780000000000003E-2,3.3270000000000001E-2,3.5569999999999997E-2,7.2830000000000006E-2,1.23E-2,4.4200000000000003E-3,3.64E-3,2E-3,1.7049999999999999E-2,9.58E-3,1.191E-2,3.1700000000000001E-3,3.0799999999999998E-3,2.49E-3
01/22/23 12:00,1.2869999999999999E-2,1.772E-2,9.9399999999999992E-3,2.445E-2,1.669E-2,1.304E-2,1.069E-2,7.1599999999999997E-3,1.0109999999999999E-2,6.6E-3,1.6900000000000001E-3,3.49E-3,3.81E-3,1.278E-2,1.272E-2,3.5599999999999998E-3,2.2899999999999999E-3,1.051E-2,8.8400000000000006E-3,4.0499999999999998E-3,5.6100000000000004E-3,1.302E-2,2.3609999999999999E-2,8.9300000000000004E-3,,1.3480000000000001E-2,6.8300000000000001E-3,4.1700000000000001E-3,5.8999999999999999E-3,5.4400000000000004E-3,1.694E-2,1.738E-2,2.2699999999999999E-3,3.9100000000000003E-3,6.6800000000000002E-3,9.0600000000000003E-3,6.4099999999999999E-3,6.1799999999999997E-3,1.8700000000000001E-2,8.6199999999999992E-3,7.1300000000000001E-3,1.282E-2,1.4489999999999999E-2,2.0760000000000001E-2,2.3619999999999999E-2,4.7780000000000003E-2,3.3270000000000001E-2,3.5569999999999997E-2,7.2830000000000006E-2,1.23E-2,4.4200000000000003E-3,3.64E-3,2E-3,1.7049999999999999E-2,9.58E-3,1.191E-2,3.1700000000000001E-3,3.0799999999999998E-3,2.49E-3
01/23/23 12:00,7.79E-3,1.09E-2,6.5199999999999998E-3,7.5900000000000004E-3,1.357E-2,8.8599999999999998E-3,7.3800000000000003E-3,6.0699999999999999E-3,4.9399999999999999E-3,6.1000000000000004E-3,2.99E-3,2.31E-3,2.9199999999999999E-3,1.0540000000000001E-2,9.5300000000000003E-3,2.2499999999999998E-3,2.1099999999999999E-3,4.5399999999999998E-3,6.0600000000000003E-3,3.8899999999999998E-3,4.0400000000000002E-3,6.5500000000000003E-3,1.4710000000000001E-2,6.4599999999999996E-3,,8.1499999999999993E-3,5.6499999999999996E-3,4.1799999999999997E-3,4.62E-3,5.6299999999999996E-3,9.6399999999999993E-3,7.0000000000000001E-3,3.6099999999999999E-3,8.3599999999999994E-3,8.1700000000000002E-3,7.7000000000000002E-3,7.8200000000000006E-3,4.9199999999999999E-3,7.6E-3,6.0200000000000002E-3,5.3200000000000001E-3,1.153E-2,8.1099999999999992E-3,2.0320000000000001E-2,1.3390000000000001E-2,1.17E-2,1.0149999999999999E-2,1.5509999999999999E-2,,5.6899999999999997E-3,4.9300000000000004E-3,3.7699999999999999E-3,2E-3,2.4549999999999999E-2,8.4799999999999997E-3,9.8499999999999994E-3,2.7799999999999999E-3,3.4099999999999998E-3,3.0200000000000001E-3
01/24/23 12:00,7.79E-3,1.09E-2,6.5199999999999998E-3,7.5900000000000004E-3,1.357E-2,8.8599999999999998E-3,7.3800000000000003E-3,6.0699999999999999E-3,4.9399999999999999E-3,6.1000000000000004E-3,2.99E-3,2.31E-3,2.9199999999999999E-3,1.0540000000000001E-2,9.5300000000000003E-3,2.2499999999999998E-3,2.1099999999999999E-3,4.5399999999999998E-3,6.0600000000000003E-3,3.8899999999999998E-3,4.0400000000000002E-3,6.5500000000000003E-3,1.4710000000000001E-2,6.4599999999999996E-3,,8.1499999999999993E-3,5.6499999999999996E-3,4.1799999999999997E-3,4.62E-3,5.6299999999999996E-3,9.6399999999999993E-3,7.0000000000000001E-3,3.6099999999999999E-3,8.3599999999999994E-3,8.1700000000000002E-3,7.7000000000000002E-3,7.8200000000000006E-3,4.9199999999999999E-3,7.6E-3,6.0200000000000002E-3,5.3200000000000001E-3,1.153E-2,8.1099999999999992E-3,2.0320000000000001E-2,1.3390000000000001E-2,1.17E-2,1.0149999999999999E-2,1.5509999999999999E-2,5.9049999999999998E-2,5.6899999999999997E-3,4.9300000000000004E-3,3.7699999999999999E-3,2E-3,2.4549999999999999E-2,8.4799999999999997E-3,9.8499999999999994E-3,2.7799999999999999E-3,3.4099999999999998E-3,3.0200000000000001E-3
01/25/23 12:00,7.79E-3,1.09E-2,6.5199999999999998E-3,7.5900000000000004E-3,1.357E-2,8.8599999999999998E-3,7.3800000000000003E-3,6.0699999999999999E-3,4.9399999999999999E-3,6.1000000000000004E-3,2.99E-3,2.31E-3,2.9199999999999999E-3,1.0540000000000001E-2,9.5300000000000003E-3,2.2499999999999998E-3,2.1099999999999999E-3,4.5399999999999998E-3,6.0600000000000003E-3,3.8899999999999998E-3,4.0400000000000002E-3,6.5500000000000003E-3,1.4710000000000001E-2,6.4599999999999996E-3,,8.1499999999999993E-3,5.6499999999999996E-3,4.1799999999999997E-3,4.62E-3,5.6299999999999996E-3,9.6399999999999993E-3,7.0000000000000001E-3,3.6099999999999999E-3,8.3599999999999994E-3,8.1700000000000002E-3,7.7000000000000002E-3,7.8200000000000006E-3,4.9199999999999999E-3,7.6E-3,6.0200000000000002E-3,5.3200000000000001E-3,1.153E-2,8.1099999999999992E-3,2.0320000000000001E-2,1.3390000000000001E-2,1.17E-2,1.0149999999999999E-2,1.5509999999999999E-2,5.9049999999999998E-2,5.6899999999999997E-3,4.9300000000000004E-3,3.7699999999999999E-3,2E-3,2.4549999999999999E-2,8.4799999999999997E-3,9.8499999999999994E-3,2.7799999999999999E-3,3.4099999999999998E-3,3.0200000000000001E-3
01/26/23 12:00,7.79E-3,1.09E-2,6.5199999999999998E-3,7.5900000000000004E-3,1.357E-2,8.8599999999999998E-3,7.3800000000000003E-3,6.0699999999999999E-3,4.9399999999999999E-3,6.1000000000000004E-3,2.99E-3,2.31E-3,2.9199999999999999E-3,1.0540000000000001E-2,9.5300000000000003E-3,2.2499999999999998E-3,2.1099999999999999E-3,4.5399999999999998E-3,6.0600000000000003E-3,3.8899999999999998E-3,4.0400000000000002E-3,6.5500000000000003E-3,1.4710000000000001E-2,6.4599999999999996E-3,,8.1499999999999993E-3,5.6499999999999996E-3,4.1799999999999997E-3,4.62E-3,5.6299999999999996E-3,9.6399999999999993E-3,7.0000000000000001E-3,3.6099999999999999E-3,8.3599999999999994E-3,8.1700000000000002E-3,7.7000000000000002E-3,7.8200000000000006E-3,4.9199999999999999E-3,7.6E-3,6.0200000000000002E-3,5.3200000000000001E-3,1.153E-2,8.1099999999999992E-3,2.0320000000000001E-2,1.3390000000000001E-2,1.17E-2,1.0149999999999999E-2,1.5509999999999999E-2,5.9049999999999998E-2,5.6899999999999997E-3,4.9300000000000004E-3,3.7699999999999999E-3,2E-3,2.4549999999999999E-2,8.4799999999999997E-3,9.8499999999999994E-3,2.7799999999999999E-3,3.4099999999999998E-3,3.0200000000000001E-3
01/27/23 12:00,7.79E-3,1.09E-2,6.5199999999999998E-3,7.5900000000000004E-3,1.357E-2,8.8599999999999998E-3,7.3800000000000003E-3,6.0699999999999999E-3,4.9399999999999999E-3,6.1000000000000004E-3,,2.31E-3,2.9199999999999999E-3,1.0540000000000001E-2,9.5300000000000003E-3,2.2499999999999998E-3,2.1099999999999999E-3,4.5399999999999998E-3,6.0600000000000003E-3,3.8899999999999998E-3,4.0400000000000002E-3,6.5500000000000003E-3,1.4710000000000001E-2,6.4599999999999996E-3,,8.1499999999999993E-3,5.6499999999999996E-3,4.1799999999999997E-3,4.62E-3,5.6299999999999996E-3,9.6399999999999993E-3,7.0000000000000001E-3,3.6099999999999999E-3,,8.1700000000000002E-3,7.7000000000000002E-3,7.8200000000000006E-3,4.9199999999999999E-3,7.6E-3,6.0200000000000002E-3,5.3200000000000001E-3,1.153E-2,8.1099999999999992E-3,2.0320000000000001E-2,1.3390000000000001E-2,1.17E-2,1.0149999999999999E-2,1.5509999999999999E-2,,5.6899999999999997E-3,4.9300000000000004E-3,3.7699999999999999E-3,2E-3,2.4549999999999999E-2,8.4799999999999997E-3,9.8499999999999994E-3,2.7799999999999999E-3,3.4099999999999998E-3,3.0200000000000001E-3
01/28/23 12:00,7.79E-3,1.09E-2,6.5199999999999998E-3,7.5900000000000004E-3,1.357E-2,8.8599999999999998E-3,7.3800000000000003E-3,6.0699999999999999E-3,4.9399999999999999E-3,6.1000000000000004E-3,,2.31E-3,2.9199999999999999E-3,1.0540000000000001E-2,9.5300000000000003E-3,2.2499999999999998E-3,2.1099999999999999E-3,4.5399999999999998E-3,6.0600000000000003E-3,3.8899999999999998E-3,4.0400000000000002E-3,6.5500000000000003E-3,1.4710000000000001E-2,6.4599999999999996E-3,,8.1499999999999993E-3,5.6499999999999996E-3,4.1799999999999997E-3,4.62E-3,5.6299999999999996E-3,9.6399999999999993E-3,7.0000000000000001E-3,3.6099999999999999E-3,,8.1700000000000002E-3,7.7000000000000002E-3,7.8200000000000006E-3,4.9199999999999999E-3,7.6E-3,6.0200000000000002E-3,5.3200000000000001E-3,1.153E-2,8.1099999999999992E-3,2.0320000000000001E-2,1.3390000000000001E-2,1.17E-2,1.0149999999999999E-2,1.5509999999999999E-2,5.9049999999999998E-2,5.6899999999999997E-3,4.9300000000000004E-3,3.7699999999999999E-3,2E-3,2.4549999999999999E-2,8.4799999999999997E-3,9.8499999999999994E-3,2.7799999999999999E-3,3.4099999999999998E-3,3.0200000000000001E-3
01/29/23 12:00,7.79E-3,1.09E-2,6.5199999999999998E-3,7.5900000000000004E-3,1.357E-2,8.8599999999999998E-3,7.3800000000000003E-3,6.0699999999999999E-3,4.9399999999999999E-3,6.1000000000000004E-3,,2.31E-3,2.9199999999999999E-3,1.0540000000000001E-2,9.5300000000000003E-3,2.2499999999999998E-3,2.1099999999999999E-3,4.5399999999999998E-3,6.0600000000000003E-3,3.8899999999999998E-3,4.0400000000000002E-3,6.5500000000000003E-3,1.4710000000000001E-2,6.4599999999999996E-3,,8.1499999999999993E-3,5.6499999999999996E-3,4.1799999999999997E-3,4.62E-3,5.6299999999999996E-3,9.6399999999999993E-3,7.0000000000000001E-3,3.6099999999999999E-3,,8.1700000000000002E-3,7.7000000000000002E-3,7.8200000000000006E-3,4.9199999999999999E-3,7.6E-3,6.0200000000000002E-3,5.3200000000000001E-3,1.153E-2,8.1099999999999992E-3,2.0320000000000001E-2,1.3390000000000001E-2,1.17E-2,1.0149999999999999E-2,1.5509999999999999E-2,5.9049999999999998E-2,5.6899999999999997E-3,4.9300000000000004E-3,3.7699999999999999E-3,2E-3,2.4549999999999999E-2,8.4799999999999997E-3,9.8499999999999994E-3,2.7799999999999999E-3,3.4099999999999998E-3,3.0200000000000001E-3
01/30/23 12:00,9.9500000000000005E-3,3.9050000000000001E-2,1.8799999999999999E-3,9.3600000000000003E-3,7.6499999999999997E-3,3.2000000000000002E-3,6.28E-3,1E-3,4.2100000000000002E-3,2.2699999999999999E-3,,3.1800000000000001E-3,3.6800000000000001E-3,1.0019999999999999E-2,7.0600000000000003E-3,1E-3,1E-3,2.2799999999999999E-3,5.79E-3,1E-3,1E-3,4.2399999999999998E-3,4.2300000000000003E-3,4.6600000000000001E-3,4.0600000000000002E-3,1.295E-2,2.8E-3,2E-3,3.2100000000000002E-3,2.3600000000000001E-3,2.63E-3,2.5500000000000002E-3,1E-3,,6.6800000000000002E-3,6.4999999999999997E-3,1.0670000000000001E-2,3.2200000000000002E-3,8.2000000000000007E-3,7.3000000000000001E-3,4.45E-3,4.4299999999999999E-3,5.5700000000000003E-3,2.8989999999999998E-2,,1.9740000000000001E-2,6.0099999999999997E-3,3.47E-3,2.7699999999999999E-3,6.77E-3,2.3E-3,1E-3,1E-3,7.3099999999999997E-3,,5.0899999999999999E-3,1E-3,1E-3,1E-3
01/31/23 12:00,9.9500000000000005E-3,3.9050000000000001E-2,1.8799999999999999E-3,9.3600000000000003E-3,7.6499999999999997E-3,3.2000000000000002E-3,6.28E-3,1E-3,4.2100000000000002E-3,2.2699999999999999E-3,0,3.1800000000000001E-3,3.6800000000000001E-3,1.0019999999999999E-2,7.0600000000000003E-3,1E-3,1E-3,2.2799999999999999E-3,5.79E-3,1E-3,1E-3,4.2399999999999998E-3,4.2300000000000003E-3,4.6600000000000001E-3,4.0600000000000002E-3,1.295E-2,2.8E-3,2E-3,3.2100000000000002E-3,2.3600000000000001E-3,2.63E-3,2.5500000000000002E-3,1E-3,2.5899999999999999E-3,6.6800000000000002E-3,6.4999999999999997E-3,1.0670000000000001E-2,3.2200000000000002E-3,8.2000000000000007E-3,7.3000000000000001E-3,4.45E-3,4.4299999999999999E-3,5.5700000000000003E-3,2.8989999999999998E-2,,1.9740000000000001E-2,6.0099999999999997E-3,3.47E-3,2.7699999999999999E-3,6.77E-3,2.3E-3,1E-3,1E-3,7.3099999999999997E-3,,5.0899999999999999E-3,1E-3,1E-3,1E-3
02/01/23 12:00,9.9500000000000005E-3,3.9050000000000001E-2,1.8799999999999999E-3,9.3600000000000003E-3,7.6499999999999997E-3,3.2000000000000002E-3,6.28E-3,1E-3,4.2100000000000002E-3,2.2699999999999999E-3,0,3.1800000000000001E-3,3.6800000000000001E-3,1.0019999999999999E-2,7.0600000000000003E-3,1E-3,1E-3,2.2799999999999999E-3,5.79E-3,1E-3,1E-3,4.2399999999999998E-3,4.2300000000000003E-3,4.6600000000000001E-3,4.0600000000000002E-3,1.295E-2,2.8E-3,2E-3,3.2100000000000002E-3,2.3600000000000001E-3,2.63E-3,2.5500000000000002E-3,1E-3,2.5899999999999999E-3,6.6800000000000002E-3,6.4999999999999997E-3,1.0670000000000001E-2,3.2200000000000002E-3,8.2000000000000007E-3,7.3000000000000001E-3,4.45E-3,4.4299999999999999E-3,5.5700000000000003E-3,2.8989999999999998E-2,,1.9740000000000001E-2,6.0099999999999997E-3,3.47E-3,2.7699999999999999E-3,6.77E-3,2.3E-3,1E-3,1E-3,7.3099999999999997E-3,,5.0899999999999999E-3,1E-3,1E-3,1E-3
02/02/23 12:00,9.9500000000000005E-3,3.9050000000000001E-2,1.8799999999999999E-3,9.3600000000000003E-3,7.6499999999999997E-3,3.2000000000000002E-3,6.28E-3,1E-3,4.2100000000000002E-3,2.2699999999999999E-3,0,3.1800000000000001E-3,3.6800000000000001E-3,1.0019999999999999E-2,7.0600000000000003E-3,1E-3,1E-3,2.2799999999999999E-3,5.79E-3,1E-3,1E-3,4.2399999999999998E-3,4.2300000000000003E-3,4.6600000000000001E-3,4.0600000000000002E-3,1.295E-2,2.8E-3,2E-3,3.2100000000000002E-3,2.3600000000000001E-3,2.63E-3,2.5500000000000002E-3,1E-3,2.5899999999999999E-3,6.6800000000000002E-3,6.4999999999999997E-3,1.0670000000000001E-2,3.2200000000000002E-3,8.2000000000000007E-3,7.3000000000000001E-3,4.45E-3,4.4299999999999999E-3,5.5700000000000003E-3,2.8989999999999998E-2,,1.9740000000000001E-2,6.0099999999999997E-3,3.47E-3,2.7699999999999999E-3,6.77E-3,2.3E-3,1E-3,1E-3,7.3099999999999997E-3,,5.0899999999999999E-3,1E-3,1E-3,1E-3
02/03/23 12:00,9.9500000000000005E-3,3.9050000000000001E-2,1.8799999999999999E-3,9.3600000000000003E-3,7.6499999999999997E-3,3.2000000000000002E-3,6.28E-3,1E-3,4.2100000000000002E-3,2.2699999999999999E-3,0,3.1800000000000001E-3,3.6800000000000001E-3,1.0019999999999999E-2,7.0600000000000003E-3,1E-3,1E-3,2.2799999999999999E-3,5.79E-3,1E-3,1E-3,4.2399999999999998E-3,4.2300000000000003E-3,4.6600000000000001E-3,4.0600000000000002E-3,1.295E-2,2.8E-3,2E-3,3.2100000000000002E-3,2.3600000000000001E-3,2.63E-3,2.5500000000000002E-3,1E-3,2.5899999999999999E-3,6.6800000000000002E-3,6.4999999999999997E-3,1.0670000000000001E-2,3.2200000000000002E-3,8.2000000000000007E-3,7.3000000000000001E-3,4.45E-3,4.4299999999999999E-3,5.5700000000000003E-3,2.8989999999999998E-2,,1.9740000000000001E-2,6.0099999999999997E-3,3.47E-3,2.7699999999999999E-3,6.77E-3,2.3E-3,1E-3,1E-3,7.3099999999999997E-3,,5.0899999999999999E-3,1E-3,1E-3,1E-3
02/04/23 12:00,9.9500000000000005E-3,3.9050000000000001E-2,1.8799999999999999E-3,9.3600000000000003E-3,7.6499999999999997E-3,3.2000000000000002E-3,6.28E-3,1E-3,4.2100000000000002E-3,2.2699999999999999E-3,0,3.1800000000000001E-3,3.6800000000000001E-3,1.0019999999999999E-2,7.0600000000000003E-3,1E-3,1E-3,2.2799999999999999E-3,5.79E-3,1E-3,1E-3,4.2399999999999998E-3,4.2300000000000003E-3,4.6600000000000001E-3,4.0600000000000002E-3,1.295E-2,2.8E-3,2E-3,3.2100000000000002E-3,2.3600000000000001E-3,2.63E-3,2.5500000000000002E-3,1E-3,2.5899999999999999E-3,6.6800000000000002E-3,6.4999999999999997E-3,1.0670000000000001E-2,3.2200000000000002E-3,8.2000000000000007E-3,7.3000000000000001E-3,4.45E-3,4.4299999999999999E-3,5.5700000000000003E-3,2.8989999999999998E-2,,1.9740000000000001E-2,6.0099999999999997E-3,3.47E-3,2.7699999999999999E-3,6.77E-3,2.3E-3,1E-3,1E-3,7.3099999999999997E-3,,5.0899999999999999E-3,1E-3,1E-3,1E-3
02/05/23 12:00,9.9500000000000005E-3,3.9050000000000001E-2,1.8799999999999999E-3,9.3600000000000003E-3,7.6499999999999997E-3,3.2000000000000002E-3,6.28E-3,1E-3,4.2100000000000002E-3,2.2699999999999999E-3,0,3.1800000000000001E-3,3.6800000000000001E-3,1.0019999999999999E-2,7.0600000000000003E-3,1E-3,1E-3,2.2799999999999999E-3,5.79E-3,1E-3,1E-3,4.2399999999999998E-3,4.2300000000000003E-3,4.6600000000000001E-3,4.0600000000000002E-3,1.295E-2,2.8E-3,2E-3,3.2100000000000002E-3,2.3600000000000001E-3,2.63E-3,2.5500000000000002E-3,1E-3,2.5899999999999999E-3,6.6800000000000002E-3,6.4999999999999997E-3,1.0670000000000001E-2,3.2200000000000002E-3,8.2000000000000007E-3,7.3000000000000001E-3,4.45E-3,4.4299999999999999E-3,5.5700000000000003E-3,2.8989999999999998E-2,,1.9740000000000001E-2,6.0099999999999997E-3,3.47E-3,2.7699999999999999E-3,6.77E-3,2.3E-3,1E-3,1E-3,7.3099999999999997E-3,,5.0899999999999999E-3,1E-3,1E-3,1E-3
02/06/23 12:00,2.7130000000000001E-2,5.0619999999999998E-2,1.239E-2,2.189E-2,1.864E-2,1.3690000000000001E-2,1.7930000000000001E-2,6.6600000000000001E-3,7.0200000000000002E-3,8.2199999999999999E-3,2.4199999999999998E-3,5.4099999999999999E-3,6.5900000000000004E-3,1.038E-2,1.6410000000000001E-2,6.6100000000000004E-3,5.5300000000000002E-3,5.4900000000000001E-3,9.4199999999999996E-3,7.4599999999999996E-3,6.79E-3,1.983E-2,2.256E-2,2.214E-2,1.201E-2,3.0960000000000001E-2,1.023E-2,5.3200000000000001E-3,8.5599999999999999E-3,7.0499999999999998E-3,1.086E-2,1.609E-2,4.2500000000000003E-3,6.0600000000000003E-3,1.2370000000000001E-2,9.8499999999999994E-3,1.018E-2,7.0299999999999998E-3,2.1299999999999999E-2,1.5180000000000001E-2,1.2919999999999999E-2,1.9640000000000001E-2,1.9949999999999999E-2,5.0650000000000001E-2,,9.4509999999999997E-2,5.4539999999999998E-2,4.3630000000000002E-2,2.351E-2,2.9309999999999999E-2,6.1399999999999996E-3,4.6800000000000001E-3,2E-3,2.3429999999999999E-2,,1.392E-2,4.5500000000000002E-3,6.3200000000000001E-3,4.4000000000000003E-3
02/07/23 12:00,2.7130000000000001E-2,5.0619999999999998E-2,1.239E-2,2.189E-2,1.864E-2,1.3690000000000001E-2,1.7930000000000001E-2,6.6600000000000001E-3,7.0200000000000002E-3,8.2199999999999999E-3,2.4199999999999998E-3,5.4099999999999999E-3,6.5900000000000004E-3,1.038E-2,1.6410000000000001E-2,6.6100000000000004E-3,5.5300000000000002E-3,5.4900000000000001E-3,9.4199999999999996E-3,7.4599999999999996E-3,6.79E-3,1.983E-2,2.256E-2,2.214E-2,1.201E-2,3.0960000000000001E-2,1.023E-2,5.3200000000000001E-3,8.5599999999999999E-3,7.0499999999999998E-3,1.086E-2,1.609E-2,4.2500000000000003E-3,6.0600000000000003E-3,1.2370000000000001E-2,9.8499999999999994E-3,1.018E-2,7.0299999999999998E-3,2.1299999999999999E-2,1.5180000000000001E-2,1.2919999999999999E-2,1.9640000000000001E-2,1.9949999999999999E-2,5.0650000000000001E-2,3.9870000000000003E-2,9.4509999999999997E-2,5.4539999999999998E-2,4.3630000000000002E-2,2.351E-2,2.9309999999999999E-2,6.1399999999999996E-3,4.6800000000000001E-3,2E-3,2.3429999999999999E-2,1.2460000000000001E-2,1.392E-2,4.5500000000000002E-3,6.3200000000000001E-3,4.4000000000000003E-3
02/08/23 12:00,2.7130000000000001E-2,5.0619999999999998E-2,1.239E-2,2.189E-2,1.864E-2,1.3690000000000001E-2,1.7930000000000001E-2,6.6600000000000001E-3,7.0200000000000002E-3,8.2199999999999999E-3,2.4199999999999998E-3,5.4099999999999999E-3,6.5900000000000004E-3,1.038E-2,1.6410000000000001E-2,6.6100000000000004E-3,5.5300000000000002E-3,5.4900000000000001E-3,9.4199999999999996E-3,7.4599999999999996E-3,6.79E-3,1.983E-2,2.256E-2,2.214E-2,1.201E-2,3.0960000000000001E-2,1.023E-2,5.3200000000000001E-3,,7.0499999999999998E-3,1.086E-2,1.609E-2,4.2500000000000003E-3,6.0600000000000003E-3,1.2370000000000001E-2,9.8499999999999994E-3,1.018E-2,7.0299999999999998E-3,2.1299999999999999E-2,1.5180000000000001E-2,1.2919999999999999E-2,1.9640000000000001E-2,1.9949999999999999E-2,5.0650000000000001E-2,3.9870000000000003E-2,9.4509999999999997E-2,5.4539999999999998E-2,4.3630000000000002E-2,2.351E-2,2.9309999999999999E-2,6.1399999999999996E-3,4.6800000000000001E-3,2E-3,2.3429999999999999E-2,1.2460000000000001E-2,1.392E-2,4.5500000000000002E-3,6.3200000000000001E-3,4.4000000000000003E-3
